the_geom;OBJECTID;CIV_1;PK_ID;Fecha_Fina;Estrategia;Programa;Zonas;Nombre_Loc;UPZ;Barrio;Tipo_de_In;Tipo_Malla;Eje_Vial_1;Tramo_Inic;Tramo_Fina;Longitud_S;Ancho__Seg;Km_Carril_;Km_Lineal;Km_Carril1;Longitud_B;Tipo_de_Ac;Estado_Eje;Mes_Report;Fusion_CIV;Fusion_PK_;Grupo_Cont;Ingeniero_;Director_d;TOTAL_AREA;LONGITUD_I;ASFALTO_PO;TOTAL_MEZC;GRANO_CAUC;CONCRETO_M;FRESADO_ES;No__HUECOS;SHAPE_Leng;SHAPE_Area
MULTIPOLYGON (((-74.10747952999998 4.717941333000056, -74.10736068699998 4.71806732400006, -74.10736070099995 4.718067246000032, -74.10736006999998 4.718063007000069, -74.10732837499995 4.718035923000059, -74.10744688899996 4.717909097000074, -74.10747952999998 4.717941333000056)));928;10,000,638;91,103,428;Mon Mar 09 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 02;ENGATIVA;BOLIVIA;BOCHICA II;Mantenimiento;LO;KR 102;DG 86A;CL 87;19.07;5.04;0.03;0;0.03;0;CC;Terminado;Marzo;0;0;Cambio de Carpeta;CAMILO ROJAS;ING.MANUEL AVILA / ING. SAMUEL SANCHEZ;87.32;0;0;0;16.64;0;0;0;438.710.193.387;782.136.497.924
MULTIPOLYGON (((-74.11699201399995 4.58790857300005, -74.11697581199996 4.587883592000026, -74.11686141399997 4.587707199000022, -74.11686056207475 4.58770602970302, -74.1168595415741 4.587705004222424, -74.11685837643812 4.587704146615176, -74.11685709399995 4.587703477000048, -74.11680352599996 4.587620881000021, -74.11680120081395 4.587612756902518, -74.11679762599994 4.587605100000076, -74.11678338599995 4.5875826800000254, -74.11685055899994 4.587538810000069, -74.11685290987319 4.587538572040353, -74.11685520409435 4.587538006550173, -74.11685739626344 4.587537124719931, -74.11685944299995 4.587535944000024, -74.11687567499996 4.5875261350000756, -74.11689892599998 4.587514017000046, -74.11690365699997 4.587511551000034, -74.11690604095455 4.58751031371569, -74.11690818470572 4.587508695555373, -74.11691002799995 4.587506742000073, -74.11691159312117 4.587504474570349, -74.11691278345083 4.587501989825441, -74.1169135695563 4.587499349204274, -74.11691393199999 4.587496618000046, -74.11697516499999 4.587822512000059, -74.11697664999997 4.58782965100005, -74.11698709299998 4.587879869000062, -74.11698958699998 4.5878918630000385, -74.11699146699993 4.5879013330000475, -74.11699406199995 4.587915046000035, -74.11699201399995 4.58790857300005)));929;18,000,122;410.399;Fri Aug 14 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 04;RAFAEL URIBE URIBE;QUIROGA;LIBERTADOR;Mantenimiento;CM;CL 31B S;TV 26DBISA;CL 32 S;37.72;9.89;0.12;0;0.05;0;PA/SF;Terminado;Agosto;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;146.49;145;207,142,857,143;23.71;0;0;0;146;97.987.607.419;303.737.633.197
MULTIPOLYGON (((-74.10960446899998 4.583064361000027, -74.10939503599997 4.582677274000048, -74.10939193630122 4.582674630869121, -74.10938861799997 4.582672268000067, -74.10938188904845 4.582668650581623, -74.10937465884425 4.58266618306222, -74.10936712231553 4.5826649319668125, -74.10935948264904 4.582664931025253, -74.10935194581218 4.582666180262925, -74.10934471499996 4.58266864600006, -74.10935088899998 4.582665023000061, -74.10935693299996 4.5826612690000275, -74.10940177799995 4.582633413000053, -74.10945065499999 4.5826030520000245, -74.10945266699997 4.5826018030000455, -74.10945094399995 4.582603605000031, -74.10944170199997 4.582613282000068, -74.10943741099999 4.582626676000075, -74.10943598099993 4.582636242000035, -74.10943606899997 4.582637044000023, -74.10943740999994 4.5826491570000485, -74.10944074599996 4.582660639000039, -74.10964684599998 4.5830343690000745, -74.109650311808 4.583038338899084, -74.10965428768795 4.583041797844287, -74.10965869901713 4.5830446809152505, -74.10966346299995 4.583046934000038, -74.10966424499998 4.583047228000055, -74.109669943575 4.583048828996601, -74.10967582071412 4.583049533399249, -74.10968173622499 4.5830493244052946, -74.10968754899994 4.583048207000047, -74.1096912702428 4.583046980563501, -74.10969484699996 4.583045381000034, -74.10963729699995 4.583080119000044, -74.10959879399996 4.5831045590000485, -74.10959525299995 4.583106807000036, -74.10959942644132 4.58310178035959, -74.1096027473916 4.583096153991658, -74.10960513132582 4.583090071098871, -74.10960651756793 4.583083686503362, -74.10960687083521 4.583077162706216, -74.10960618213629 4.583070665751484, -74.10960446899998 4.583064361000027)));930;18,000,638;411.977;Tue Aug 11 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 04;RAFAEL URIBE URIBE;QUIROGA;OLAYA;Mantenimiento;LO;CL 27A S;KR 22;KR 22A;55.96;5.83;0.11;0;0;0;SF;Terminado;Agosto;0;0;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;122;174,285,714,286;0;0;0;0;0;132.875.269.762;2.657.493.326
MULTIPOLYGON (((-74.11945077199994 4.5825641870000595, -74.11945392199993 4.582561149000071, -74.11966258399997 4.582355642000039, -74.11973826099995 4.582327783000039, -74.11976830499998 4.58241033500002, -74.11976879899998 4.58241169300004, -74.11976897299996 4.582412171000044, -74.11977224999998 4.582421175000036, -74.11968609799999 4.582452893000038, -74.11968283599998 4.5824540920000345, -74.11968232299995 4.582454305000056, -74.11967572499998 4.582457552000051, -74.11963288899994 4.582496363000075, -74.11955386699998 4.582569715000034, -74.11952799799997 4.582598801000074, -74.11952139899995 4.582607594000024, -74.11951933999997 4.582611204000045, -74.11951839499994 4.582612862000076, -74.11951835899998 4.58261283500002, -74.11951831999994 4.582612993000055, -74.11951818999995 4.582613528000024, -74.11951717099998 4.582619115000057, -74.11951674399995 4.582624778000024, -74.11951723199996 4.582632840000031, -74.11951728899999 4.582633784000052, -74.11951760399995 4.58263514500004, -74.11951899499996 4.582641160000037, -74.11951932099998 4.582642572000055, -74.11951959299995 4.582643226000074, -74.11952261899995 4.582650498000021, -74.11952278799998 4.582650897000065, -74.11952282199996 4.582650959000034, -74.11952758499996 4.582658527000035, -74.11952760599996 4.582658555000023, -74.11953358099998 4.582665249000058, -74.11951954999995 4.582654456000057, -74.11946163199997 4.582609905000027, -74.11946128999995 4.582609642000023, -74.11940219699994 4.582564185000024, -74.11940773599997 4.582567550000022, -74.11941372899997 4.582570014000055, -74.11942002799998 4.58257151600003, -74.11942648399997 4.582572021000033, -74.11943293999997 4.582571517000076, -74.11943923999996 4.582570015000044, -74.11944523199998 4.582567551000068, -74.11945077199994 4.5825641870000595)));931;18,000,674;412.083;Thu Aug 20 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 04;RAFAEL URIBE URIBE;QUIROGA;INGLES;Mantenimiento;LO;KR 24B;CL 36 S;CL 37 S;52.78;7.67;0.13;0;0.03;0;PA/SF;Terminado;Agosto;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;91.8;216;308,571,428,571;17.86;0;0;0;92;107.685.487.612;329.738.340.868
MULTIPOLYGON (((-74.11514230599994 4.571104690000027, -74.11519769399996 4.571092687000032, -74.11521284299994 4.571089652000069, -74.11541429599998 4.571049300000027, -74.11542355399996 4.571047445000033, -74.11543870499997 4.571043962000033, -74.11545630599996 4.571039917000065, -74.11546963399996 4.571098305000021, -74.11545080799993 4.571101767000073, -74.11540573999997 4.571111173000077, -74.11539944296898 4.571111441820366, -74.11539320699995 4.571112357000061, -74.11527314299997 4.571137763000024, -74.11515463799998 4.571166146000053, -74.11514230599994 4.571104690000027)));932;18,002,433;416.54;Tue Jan 28 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 04;RAFAEL URIBE URIBE;MARCO FIDEL SUAREZ;GRANJAS SAN PABLO;Mantenimiento;LO;KR 12 J;CL 36 S;CL 40 C S;41.08;5.72;0.08;0;0;0;CL / SG;Terminado;Enero;0;0;Cambio de Losas;LUISA FERNANDA PÉREZ PACHÓN;ING.MANUEL AVILA/ING. RAMIRO ROBLES;234.98;0;0;0;0;9.47;0;6;765.568.283.375;191.292.303.562
MULTIPOLYGON (((-74.11473219599998 4.570566460000066, -74.11478005999999 4.570554867000055, -74.11478508860877 4.570553945486548, -74.11478993799994 4.57055232700003, -74.11499349899998 4.570512423000025, -74.11529343099994 4.570445111000026, -74.11530889899996 4.57044164000007, -74.11531313299997 4.570437509000044, -74.11531548499994 4.570428795000056, -74.11531367499998 4.570418815000039, -74.11532741399998 4.570467249000046, -74.11534082999998 4.570514536000076, -74.11533457799999 4.570506698000031, -74.11532212099996 4.5704988880000315, -74.11531540599998 4.570497812000042, -74.11530761799997 4.570496564000052, -74.11522438299994 4.570514477000074, -74.11509716999996 4.570542430000046, -74.11482729699998 4.570597568000039, -74.11476413499997 4.570611364000059, -74.11473219599998 4.570566460000066)));933;18,002,517;416.779;Tue Jun 16 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 04;RAFAEL URIBE URIBE;MARCO FIDEL SUAREZ;GRANJAS SAN PABLO;Mantenimiento;LO;KR 12 I;CL 36 S;CL 40 C S;68.01;5.58;0.13;0;0.04;0;CL;Terminado;Junio;0;0;Cambio de Losas;LUISA FERNANDA PÉREZ PACHÓN;ING. MANUEL AVILA / ING. RAMIRO ROBLES;125.98;0;0;0;0;24.53;7.46;0;136.475.267.851;308.748.094.217
MULTIPOLYGON (((-74.04507266999997 4.668598300000042, -74.04511549999995 4.668509062000055, -74.04514817799999 4.668440977000046, -74.04526020599997 4.668207577000032, -74.04531305199998 4.6680974650000735, -74.04567815599995 4.66730704400004, -74.04568509399996 4.667291865000038, -74.04576661799996 4.667329379000023, -74.04543614699998 4.668043956000076, -74.04525550399995 4.668420551000054, -74.04515123099998 4.6686362590000385, -74.04507266999997 4.668598300000042)));934;2,002,523;91,020,120;Mon May 18 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 02;CHAPINERO;EL REFUGIO;EL REFUGIO;Mantenimiento;AR;AK 7;CL 87;CL 88;159.8;9.85;0.45;0;0.01;0;PA;Terminado;Mayo;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;MARY LUZ MORA / ALEXANDER SANDOVAL;15.9;0;0;2.03;0;0;0;16;306.444.794.963;128.144.370.567
MULTIPOLYGON (((-74.11922574699997 4.585656024000059, -74.11922222499999 4.585625429000061, -74.11922155399998 4.585619591000068, -74.11922337389035 4.5856230428453, -74.11922568875636 4.585626184283164, -74.11922844670494 4.585628944891087, -74.11923158591031 4.585631262783679, -74.11923503599996 4.585633086000031, -74.11923959665572 4.585634029365965, -74.11924424899996 4.585634242000026, -74.11995131599997 4.585553588000039, -74.11996738299996 4.58555175500004, -74.11997142999913 4.585551341588938, -74.11997534881156 4.585550249792237, -74.11997902656968 4.585548511055293, -74.11998235734863 4.585546175456301, -74.11998524521702 4.585543310263965, -74.11998760699998 4.585539998000058, -74.11998939290326 4.5855362982096715, -74.11999052499993 4.5855323490000615, -74.11999559199995 4.585568225000031, -74.12000147899994 4.585609936000026, -74.12000182799994 4.585611693000033, -74.12000104099997 4.5856099810000615, -74.11999971599994 4.5856071010000505, -74.11999675999994 4.585603501000037, -74.11999281999994 4.5856005340000365, -74.11998937099997 4.585599122000076, -74.11998381199999 4.585598274000063, -74.11997853399998 4.585598910000044, -74.11995862899994 4.585601118000056, -74.11924297099995 4.585684460000039, -74.11924067236271 4.585685084330442, -74.11923850210063 4.585686065902735, -74.11923651533628 4.585687379785931, -74.11923476253155 4.585688992608671, -74.11923328820596 4.58569086340682, -74.11923212980598 4.585692944663919, -74.11923131675383 4.5856951835180535, -74.11923086970025 4.585697523104498, -74.11923079999997 4.585699904000023, -74.11922574699997 4.585656024000059)));935;18,000,323;411.003;Mon Aug 10 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 04;RAFAEL URIBE URIBE;QUIROGA;BRAVO PAEZ;Mantenimiento;LO;KR 26C;CL 35A S;CL 35B S;86.25;5.44;0.16;0;0.01;0;PA;Terminado;Agosto;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;19.5;0;0;3;0;0;0;20;174.162.492.298;38.190.934.168
MULTIPOLYGON (((-74.11731495699996 4.533406155000024, -74.11731904999994 4.533419120000076, -74.11734537199999 4.533502494000061, -74.11725255999994 4.5335306520000245, -74.11722309627032 4.533428155204256, -74.11719624199998 4.533324944000071, -74.11717614076109 4.533200095086736, -74.11716196200317 4.533074435730576, -74.11715373740869 4.532948246717536, -74.11715148535549 4.5328218100170785, -74.11715521087581 4.5326954081521205, -74.11716490564496 4.532569323567744, -74.11718054799996 4.532443838000063, -74.11720228699994 4.532334431000038, -74.11722993242316 4.532216711930196, -74.1172617914826 4.532100062673187, -74.11729782299994 4.531984634000025, -74.11743224999998 4.531676108000057, -74.11747048795418 4.531569663329929, -74.11750352212898 4.531461490541139, -74.11753127488613 4.531351843865809, -74.11755368099995 4.531240981000053, -74.11756999599999 4.53105530800002, -74.11757808699997 4.531055266000067, -74.11767337099997 4.531054766000068, -74.11767337099997 4.5311118210000245, -74.11767337199996 4.531122141000026, -74.1176663284161 4.53113227799323, -74.11766100299997 4.5311434140000415, -74.11764133399998 4.531296961000066, -74.11760665199995 4.5314662920000615, -74.11754229599995 4.531655355000055, -74.11744147499996 4.5318924880000395, -74.11737747799998 4.532054644000027, -74.11735459599998 4.532128905000036, -74.11730239599996 4.532310793000022, -74.11727665099994 4.532445326000072, -74.11726234699995 4.532552593000048, -74.11725376399994 4.532649457000048, -74.11724660999994 4.532762465000076, -74.11724695899994 4.532953682000027, -74.11725481999997 4.533064897000031, -74.11727554799995 4.533219521000035, -74.11728805699994 4.53328625000006, -74.11731017899996 4.53339457200002, -74.11731495699996 4.533406155000024)));936;5,010,073;91,016,621;Sat Feb 01 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 04;USME;DANUBIO;PORVENIR;Mantenimiento;LO;KR 11;CL 65C S;CL 67A S;285.32;10.45;0.99;0;0.07;0;PA/SF;Terminado;Febrero;0;0;Parcheo;XIMENA VARGAS;ING.CARLOS CASTAÑO/ING. ALEXANDER SANDOVAL;181.55;800;114.29;28.21;0;0;0;48;527.347.631.618;243.325.322.176
MULTIPOLYGON (((-74.12231698299996 4.467057945000022, -74.12235316599998 4.467034629000068, -74.12258393599996 4.466885922000074, -74.12273458699997 4.466760645000022, -74.12278904383192 4.466714254153713, -74.12283923281842 4.466663276484087, -74.12288476899994 4.4666081030000555, -74.12293415792594 4.46655220499622, -74.1229793799234 4.4664928853216646, -74.12302019870744 4.466430453921613, -74.12305640099999 4.466365237000048, -74.1230842710955 4.466317262215489, -74.12310806847202 4.466267142288844, -74.12312762932773 4.466215222205056, -74.12314281902155 4.466161859339894, -74.12315353299994 4.466107421000061, -74.12315746430806 4.466076608324365, -74.12316464129245 4.466046386361116, -74.12317498299996 4.46601709600003, -74.1231994465972 4.465952451847088, -74.12322563499998 4.465888487000029, -74.12328701399997 4.465754494000066, -74.1233060560757 4.465725022581138, -74.12332009599999 4.46569286600004, -74.12332713599994 4.46566742400006, -74.12333081999998 4.4656265120000285, -74.12335075699997 4.465698881000037, -74.12335181799995 4.465702732000068, -74.12337650199999 4.465793650000023, -74.12337457970817 4.465789420267058, -74.1233720353335 4.465785532850913, -74.12336892830342 4.465782078547676, -74.123365331187 4.465779138037469, -74.12336132799999 4.465776780000056, -74.1233560087984 4.465775078532529, -74.12335048099416 4.465774283373602, -74.12334489788078 4.465774416574105, -74.12333941428555 4.465775474440206, -74.12333418227597 4.465777427635849, -74.12332934694277 4.465780221996273, -74.12332504237628 4.465783780030083, -74.12332138794793 4.465788003068187, -74.12331848499997 4.465792774000022, -74.1232856045332 4.465833972804912, -74.12325816076992 4.465878976210078, -74.12323658863484 4.465927071008211, -74.12322122999996 4.465977495000061, -74.12317070099994 4.466162212000029, -74.12316112468608 4.4662092086383725, -74.1231463575224 4.466254841090418, -74.12312658442619 4.466298537937774, -74.12310205299997 4.466339752000067, -74.12307523181092 4.466399195170652, -74.12304416886421 4.466456535907066, -74.1230090278625 4.466511472021875, -74.12296999399996 4.466563714000074, -74.12290837864255 4.466643882139143, -74.12284317499996 4.46672116000002, -74.12278160742194 4.466776424007813, -74.12271668008134 4.466827698930156, -74.12264865099996 4.466874781000058, -74.12253281395995 4.4669540121552584, -74.12241502999996 4.4670303190000595, -74.12233031391669 4.467082669296032, -74.1222474027696 4.4671378336861975, -74.12216638999998 4.46719575000003, -74.12216498899994 4.467196788000024, -74.12215364499997 4.4671882810000625, -74.12214894099998 4.46718190200005, -74.12215696199996 4.467175430000054, -74.12215740899995 4.467175069000064, -74.12216147399994 4.467171790000066, -74.12216669299994 4.467167580000023, -74.12219077399999 4.46714815100006, -74.12219194299996 4.4671472080000285, -74.12227548599998 4.467084686000021, -74.12231698299996 4.467057945000022)));937;5,009,589;91,021,799;Sat Mar 14 00:00:00 COT 2020;Ruralidad;Ruralidad;Zona 04;USME;CIUDAD USME;OLARTE;Mantenimiento;RU;KR 2 Este;K0+000;CL 137D S;222;4.74;0.3;0;0.3;0;FE;Terminado;Marzo;0;0;Fresado Estabilizado;LAURA HUERTAS;ING. ALBERTO ARIAS SALASAR;1,052.95;0;0;0;0;0;219.69;0;418.567.613.817;671.434.154.046
MULTIPOLYGON (((-74.11539671299994 4.473341528000049, -74.11538098754605 4.473337896514924, -74.11536490499998 4.4733365440000625, -74.11540187588193 4.473273345643284, -74.1154338854207 4.473207495299025, -74.11546074464789 4.473139381715016, -74.11548229499994 4.473069407000025, -74.11551721640616 4.472976308474651, -74.11554664484727 4.472881330546198, -74.11557047999997 4.472784797000031, -74.11560711772658 4.472602040798511, -74.11563802218383 4.472418228212637, -74.11566316313963 4.472233539056088, -74.11568251599994 4.472048154000049, -74.11568405095747 4.472037761333193, -74.11568383477433 4.472027258148729, -74.11568187348118 4.4720169374439, -74.1156782217903 4.472007087125491, -74.11567298156942 4.471997981978366, -74.11566629899994 4.471989876000066, -74.11569620099993 4.4719450290000395, -74.11573336221204 4.471882290907256, -74.11576660999998 4.471817394000027, -74.1157374938926 4.471970629867156, -74.11571500564331 4.472124977712392, -74.11569918699996 4.472280151000064, -74.11567942529172 4.4724293700724305, -74.11565398762332 4.472577727012605, -74.11562291099995 4.472725006000076, -74.11556597112425 4.472910326530396, -74.11550318810998 4.473093749924546, -74.11543462499998 4.473275092000051, -74.11542913637787 4.473288627929041, -74.11542593892705 4.473302880039571, -74.11542511900912 4.473317463389011, -74.11542669876967 4.47333198408813, -74.11543063554014 4.473346049939851, -74.11543682299023 4.473359281032304, -74.11544509399994 4.473371320000069, -74.11543072938058 4.473358700236667, -74.11541444795364 4.473348674477137, -74.11539671299994 4.473341528000049)));938;5,009,582;91,021,818;Tue May 12 00:00:00 COT 2020;Ruralidad;Ruralidad;Zona 04;USME;CIUDAD USME;LA REQUILINA RURAL;Mantenimiento;EX;KR 2 Este;K0+000;K0+228;160;5.4;0.25;0;0.25;0;FE;Terminado;Mayo;0;0;Fresado Estabilizado;LAURA HUERTAS;ING. ALBERTO ARIAS SALASAR;864.32;0;0;0;0;0;210.26;0;329.305.034.734;556.344.395.181
MULTIPOLYGON (((-74.17203294199999 4.588442168000029, -74.17203331399998 4.588397731000043, -74.17203335299996 4.588393045000032, -74.17204001699997 4.587596457000076, -74.17204004899997 4.587592690000065, -74.17204023999994 4.587569841000061, -74.17203991596823 4.587561736761873, -74.17203857899995 4.587553737000064, -74.17203578557393 4.587544743063671, -74.17203171014945 4.587536252772976, -74.1720264399004 4.587528447736423, -74.17202008755808 4.5875214949047844, -74.17201278899995 4.587515543000052, -74.17207908399996 4.5875524200000655, -74.17213724599998 4.587584772000071, -74.17214859199999 4.5875910830000635, -74.17214304852067 4.587588857537077, -74.17213721299998 4.5875875810000375, -74.1721315150651 4.587587282230128, -74.17212584159664 4.587587888432024, -74.17212033542101 4.587589384344923, -74.17211513515323 4.587591732310037, -74.17211037170715 4.58759487321863, -74.17210616499995 4.587598728000046, -74.17210282179008 4.587602896176595, -74.17210012807725 4.587607510790246, -74.17209814246608 4.587612471445074, -74.17209690815574 4.587617670216654, -74.17209645199995 4.587622994000071, -74.17209631999998 4.58763405600007, -74.17209629999996 4.587641391000034, -74.17209621099994 4.587672679000036, -74.17209613199998 4.58769996500007, -74.17209226899996 4.588442668000028, -74.17203294199999 4.588442168000029)));939;19,001,369;443.242;Tue Jun 30 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 04;CIUDAD BOLIVAR;ISMAEL PERDOMO;GALICIA;Mantenimiento;LO;KR 73J;CL 62G S;TV 73J;99.01;6.57;0.22;0;0;0;SF;Terminado;Junio;0;0;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;125;178,571,428,571;0;0;0;0;0;204.310.548.693;529.417.055.353
MULTIPOLYGON (((-74.08773508499996 4.744243010000049, -74.08768732599998 4.744211360000065, -74.08772795199997 4.744135776000064, -74.08780200699994 4.7441742700000304, -74.08780449599993 4.744175564000045, -74.08781907299993 4.74418044600003, -74.08783761799998 4.7441866580000465, -74.08779823799995 4.744259925000052, -74.08779275299997 4.744258456000068, -74.08773508499996 4.744243010000049)));940;11,012,366;91,013,853;Wed Aug 12 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 01;SUBA;SUBA;LAS FLORES;Mantenimiento;LO;CL 147C;KR 97;KR 97;13.5;9.6;0.04;0;0;0;SF;Terminado;Agosto;0;0;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;72;102,857,142,857;0;0;0;0;0;412.861.270.246;105.585.572.497
MULTIPOLYGON (((-74.16154769799994 4.615346288000069, -74.16155005899998 4.615345568000066, -74.161584303 4.615334914000073, -74.16158680299998 4.615334122000036, -74.16158923499995 4.615341841000031, -74.16159209799999 4.615350930000034, -74.16157382799997 4.61535667000004, -74.16157324599999 4.615356852000048, -74.16155511999995 4.615362447000052, -74.16155273499999 4.615363174000038, -74.16154769799994 4.615346288000069)));941;8,007,986;514.245;Thu Jan 02 00:00:00 COT 2020;Mantenimiento Ciclorutas;Acuerdo 257/D- Cicloruta Anden;Zona 05;KENNEDY;TIMIZA;TIMIZA C;Mantenimiento;AR;TV 78H;CL 42F S;AC 43 S;4.56;1.95;0.01;0.01;0;4.56;PA;Terminado;Enero;0;0;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;14;0;0;1.18;0;0;0;0;117.421.081.158;724.021.055.723
MULTIPOLYGON (((-74.13175076999994 4.60484387200006, -74.13176296899996 4.604828261000023, -74.13178908799995 4.604794837000043, -74.13178989699998 4.604795589000048, -74.13179050699995 4.604796157000067, -74.13181537199995 4.604819286000065, -74.13185646299996 4.604857508000066, -74.13185689899996 4.604857912000057, -74.13179934399994 4.604927992000057, -74.13179961299994 4.604931461000035, -74.13179893394658 4.604930604153407, -74.13179812014651 4.604929874065013, -74.1317971949008 4.604929291639059, -74.13179618470149 4.604928873551811, -74.13179511847301 4.604928631774119, -74.13179402674409 4.604928573228667, -74.13179294077355 4.6049286995917535, -74.13179189165541 4.604929007245294, -74.1317909094284 4.604929487380425, -74.13179002221611 4.6049301262497115, -74.13178925542157 4.604930905560777, -74.13178863099995 4.604931803000056, -74.13167243299995 4.605066693000026, -74.13159245108076 4.6051795011865515, -74.13151619099995 4.605294858000036, -74.13148927999998 4.605335058000037, -74.13145992799997 4.605315869000037, -74.13144370699996 4.605305266000073, -74.13144367099994 4.605305242000043, -74.13143231699996 4.6052978200000325, -74.13143236999997 4.605297740000026, -74.13143332299995 4.6052963030000456, -74.13145190799997 4.605268706000061, -74.13148845599994 4.605214451000052, -74.13154158099996 4.605133269000021, -74.13159150699994 4.605061912000053, -74.13159451599995 4.605057609000028, -74.13164013599999 4.605000860000075, -74.13168421599994 4.6049484320000715, -74.13170616999997 4.604924161000042, -74.13171764699996 4.604911470000047, -74.13174704199997 4.604880303000073, -74.13175816799998 4.604865243000063, -74.13175746463003 4.604861031557595, -74.13175609688237 4.604856986777841, -74.13175409995597 4.604853212753211, -74.13175152524175 4.604849806608233, -74.13174843899998 4.6048468560000515, -74.13175076999994 4.60484387200006)));942;16,002,805;509.261;Wed Mar 18 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Plan Cien Dias;Zona 05;KENNEDY;CARVAJAL;ALQUERIA LA FRAGUA NORTE;Mantenimiento;AR;AK 68;CL 35 S;CL 37 S;67.49;7.82;0.15;0;0.05;0;PA;Terminado;Marzo;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING.MARY LUZ MORA/ ING. ANGEL RICARDO IBAGON;174.42;0;0;25.08;0;0;0;174;140.093.112.192;428.866.586.354
MULTIPOLYGON (((-74.04246451799997 4.773100197000076, -74.04246194899997 4.773047281000061, -74.04255924599994 4.773062735000053, -74.04255966499994 4.77306280800002, -74.04252369199997 4.773271901000044, -74.04248069599998 4.773542735000035, -74.04243392299998 4.773834683000075, -74.04238747499994 4.774121855000033, -74.042342175 4.774387475000026, -74.04233795699997 4.774413776000074, -74.04232945199993 4.774466811000025, -74.04229861399995 4.77466126500002, -74.04229132999995 4.774731407000047, -74.04220424599998 4.775274285000023, -74.04219692799995 4.775319897000031, -74.04219410599995 4.775332715000047, -74.04218717199996 4.775372583000035, -74.04209801999997 4.775357170000063, -74.04210753099994 4.775298153000051, -74.04210757199996 4.7752979010000445, -74.04211260499994 4.7752621890000455, -74.04212305799996 4.7752003890000765, -74.04212069004093 4.775193228800302, -74.04211742164385 4.775186432237104, -74.04211330699997 4.775180112000044, -74.04205741899995 4.775122028000055, -74.042081023 4.774978396000051, -74.04214970699996 4.7748907230000555, -74.04216431846274 4.7748723467147585, -74.04217630293572 4.77485215872047, -74.04218543899998 4.774830532000067, -74.04222051599999 4.774620738000068, -74.04225916199994 4.774371823000024, -74.04229843399997 4.774111396000023, -74.04234520399996 4.773837056000048, -74.04240326199994 4.7734755780000455, -74.04245488499998 4.773164286000053, -74.04246448999999 4.773100385000021, -74.04246451799997 4.773100197000076)));943;11,012,147;510.384;Fri Sep 11 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;USAQUEN;PASEO DE LOS LIBERTADORES;CANAIMA;Mantenimiento;AR;AK 45;CL 195;CL 197;258.81;10.65;0.79;0;0.01;0;PA;Terminado;Septiembre;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;42.76;0;0;10.07;0;0;0;43;492.435.014.578;224.550.665.694
