the_geom;OBJECTID;CIV_1;PK_ID;Fecha_Fina;Estrategia;Programa;Zonas;Nombre_Loc;UPZ;Barrio;Tipo_de_In;Tipo_Malla;Eje_Vial_1;Tramo_Inic;Tramo_Fina;Longitud_S;Ancho__Seg;Km_Carril_;Km_Lineal;Km_Carril1;Longitud_B;Tipo_de_Ac;Estado_Eje;Mes_Report;Fusion_CIV;Fusion_PK_;Grupo_Cont;Ingeniero_;Director_d;TOTAL_AREA;LONGITUD_I;ASFALTO_PO;TOTAL_MEZC;GRANO_CAUC;CONCRETO_M;FRESADO_ES;No__HUECOS;SHAPE_Leng;SHAPE_Area
MULTIPOLYGON (((-74.13409899099997 4.632027650000055, -74.13413881599996 4.631638241000076, -74.13413828269931 4.631630997439479, -74.13413678199998 4.631623891000061, -74.13413722599995 4.63161946300005, -74.13414302599995 4.631561398000031, -74.13420998099998 4.631567314000051, -74.13420514199998 4.631622439000068, -74.13420359414178 4.631626839201804, -74.13420252699996 4.631631380000044, -74.13420161399995 4.631639760000041, -74.13416707799998 4.631956607000063, -74.13416751699998 4.631964925000034, -74.13416182499998 4.632034120000071, -74.13409899099997 4.632027650000055)));481;8,004,347;151.406;Mon Jan 27 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 05;KENNEDY;BAVARIA;MARSELLA;Mantenimiento;LO;KR 71 B;CL 6 C;CL 7;52;7.96;0.14;0;0;0;CC;Terminado;Enero;0;0;Cambio de Carpeta;ANDRES FELIPE ALDANA CHARRY;ING. CARLOS MENDEZ / ING. EDGAR QUIJANO;413.92;0;0;87.53;0;0;7.74;0;10.687.524.851;293.239.182.781
MULTIPOLYGON (((-74.10428187699995 4.642155438000032, -74.10428772299997 4.64213447700007, -74.10428846899998 4.642134995000049, -74.10434511899996 4.642174285000067, -74.10434693399998 4.642175544000054, -74.10431762699994 4.642296357000021, -74.10429688499994 4.642375639000022, -74.10426648899994 4.642469271000039, -74.10424860999996 4.642518060000043, -74.10421059399994 4.642606676000071, -74.10419971499994 4.642635428000062, -74.10410916099994 4.642876099000034, -74.10408756399994 4.642929765000076, -74.10403541299996 4.643046552000044, -74.10399340799995 4.6431288360000735, -74.10398603799996 4.643143262000024, -74.10398115499999 4.643150042000059, -74.10392466299999 4.643254779000074, -74.10388869499997 4.643313461000048, -74.10388126199996 4.64332478700004, -74.10387547999994 4.643333599000074, -74.10380847299996 4.643271665000043, -74.10381588899997 4.643259671000067, -74.10387728099994 4.643160349000027, -74.10387787599996 4.643159337000043, -74.10387820599993 4.643158600000049, -74.10393895399994 4.643043641000077, -74.10396018899996 4.642999007000071, -74.10402490199994 4.642846845000065, -74.10422612499997 4.642330506000064, -74.10426710199994 4.64220841100007, -74.10427739799997 4.642171497000049, -74.10428187699995 4.642155438000032)));482;13,000,957;604.079;Thu Jul 02 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 02;TEUSAQUILLO;CIUDAD SALITRE ORIENTAL;CIUDAD SALITRE SUR-ORIENTAL;Mantenimiento;AR;AK 60;CL 22A;CL 22B;137.66;9.5;0.37;0;0.06;0;PA;Terminado;Julio;0;0;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;209.17;0;0;45.4;0;0;0;208;265.624.819.908;106.450.390.531
MULTIPOLYGON (((-74.06289373299995 4.639497712000036, -74.06291515299995 4.639409057000023, -74.06291736999998 4.639409057000023, -74.06292059599997 4.6394076700000255, -74.06292474499998 4.639402583000049, -74.06297916099999 4.639188912000066, -74.06299368099997 4.639134304000038, -74.06301051899999 4.639070977000074, -74.06303311599999 4.638980791000051, -74.06304833399997 4.638920666000047, -74.06307277499997 4.638823544000048, -74.06309168199994 4.638750470000048, -74.06310966699994 4.638675084000056, -74.06313549199996 4.638575648000028, -74.06316131599993 4.638480837000031, -74.06318898499995 4.6383721510000555, -74.06321157999997 4.63828982800004, -74.06321591499994 4.638272442000073, -74.06321624899994 4.6382711010000435, -74.06322118999998 4.638272812000025, -74.06329792299994 4.638299881000023, -74.06327085999999 4.63839044100007, -74.06326736099999 4.638402140000039, -74.06326319499993 4.638416068000026, -74.06323973299999 4.6385104200000455, -74.06320544299996 4.638651094000068, -74.06317199299997 4.6387906700000485, -74.06316122699997 4.638838578000048, -74.06307495399994 4.639182149000021, -74.06302517499995 4.639378092000073, -74.06301605299996 4.639413854000054, -74.06300608799995 4.639452924000068, -74.06299122699994 4.639511184000071, -74.06298933999994 4.639518582000051, -74.06290226299997 4.639499573000023, -74.06289373299995 4.639497712000036)));483;2,001,765;521.358;Thu May 21 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 02;CHAPINERO;CHAPINERO;MARLY;Mantenimiento;AR;AK 7;CL 52;AC 53;139.67;9.86;0.39;0;0.01;0;PA;Terminado;Mayo;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;23.68;0;0;3.03;0;0;0;24;271.373.305.126;112.147.811.164
MULTIPOLYGON (((-74.13224978399995 4.633318793000058, -74.13231255599999 4.633266840000033, -74.13231907399997 4.6332624240000655, -74.13253964499997 4.6330835650000495, -74.13254296299993 4.633080874000029, -74.13254939159437 4.633074407640743, -74.13255481668791 4.633067078999064, -74.13255912405397 4.633059042381217, -74.13256222299998 4.633050467000032, -74.13256384003063 4.633041333873185, -74.13256456399995 4.6330320870000605, -74.13256423599995 4.633020803000022, -74.13256159328765 4.633005408283526, -74.13255647772043 4.632990649821672, -74.13254902599994 4.6329769220000685, -74.13257926899996 4.633009271000049, -74.13267308599995 4.633109622000063, -74.13266450979002 4.6331035793597595, -74.1326550258464 4.633099093861792, -74.13264491409699 4.63309629790003, -74.13263447299994 4.633095274000027, -74.13262390154128 4.633096072787855, -74.1326136278532 4.633098689108418, -74.13260396199996 4.633103044000052, -74.13228717699997 4.63336522000003, -74.13228288199997 4.63335988700004, -74.13224978399995 4.633318793000058)));484;8,004,049;151.466;Wed Feb 05 00:00:00 COT 2020;Rehabilitacion Vial como Complemento al Mejoramiento de la Infraestructura de Servicios Publicos;Misionalidad;Zona 05;KENNEDY;BAVARIA;MARSELLA;Rehabilitación;LO;KR 71;CL 7B;CL 7C;50.43;6.91;0.12;0;0;0;RHF;Terminado;Febrero;0;0;Rehabilitacion Flexible;ANDRES FELIPE ALDANA CHARRY;ING. CARLOS MENDEZ / ING. ELENA ALVARADO;306.75;0;0;27.7;0;0;150.4;0;121.721.864.368;283.627.668.093
MULTIPOLYGON (((-74.04219692799995 4.775319897000031, -74.04220424599998 4.775274285000023, -74.04229132999995 4.774731407000047, -74.042265522 4.774979918000042, -74.04223888399999 4.775189539000053, -74.04223080799994 4.775253218000046, -74.04223081799995 4.77527972200005, -74.04223527199997 4.775316055000076, -74.04224478899994 4.775351393000051, -74.04225917999997 4.775385032000031, -74.04227976999994 4.7754185530000655, -74.04230518999998 4.775448553000047, -74.04233484999997 4.775474339000027, -74.04236806499995 4.775495314000069, -74.04240406599996 4.7755109930000685, -74.04244202299998 4.775521014000049, -74.04248434599998 4.77552522000002, -74.04249043799996 4.7755252470000755, -74.04249056699996 4.775525246000029, -74.04253124899998 4.775521677000029, -74.04253130499995 4.775521667000021, -74.04257086199993 4.7755117210000435, -74.04257088699995 4.775511712000025, -74.04260841199994 4.775495618000036, -74.04260845399995 4.775495593000073, -74.04264295999997 4.775473773000044, -74.04264299599998 4.775473745000056, -74.04267363999998 4.77544673500006, -74.04267365999993 4.775446713000065, -74.04269968299997 4.775415179000049, -74.04269971399998 4.775415132000035, -74.04272044199996 4.77537989800004, -74.04273114299997 4.77535455900005, -74.04273910299997 4.775328225000067, -74.04275270099998 4.775265765000029, -74.04276009599994 4.775221599000076, -74.04279239899995 4.775045281000075, -74.04281176999996 4.774932616000058, -74.04284758799997 4.77474208700005, -74.04275054399994 4.775386057000048, -74.04273913299996 4.775461781000047, -74.04273727199995 4.775474129000031, -74.04263917099996 4.775547894000056, -74.04259740399993 4.775565080000035, -74.04255374599995 4.775576644000068, -74.04250895399997 4.775582377000035, -74.04250085299998 4.775582783000061, -74.04245791799997 4.775581375000058, -74.04243333099998 4.775577130000045, -74.04241557799998 4.7755740650000575, -74.04237464499994 4.775560988000052, -74.04233589299997 4.775542379000058, -74.04230005199999 4.775518618000035, -74.04226780699997 4.775490130000037, -74.04223977999999 4.775457466000034, -74.04221649299996 4.775421250000022, -74.04221231399998 4.7754130330000635, -74.04220140599995 4.7753831290000335, -74.042200032 4.775374807000048, -74.04219622099998 4.775351725000064, -74.04219692799995 4.775319897000031)));485;11,012,283;24,120,649;Fri Sep 11 00:00:00 COT 2020;situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;SUBA;LA ACADEMIA;CASABLANCA SUBA URBANO;Mantenimiento;AR;AK 45;CL 197;CL 198;79.67;8.57;0.2;0;0.01;0;PA;Terminado;Septiembre;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;33;0;0;10.13;0;0;0;33;393.486.078.536;556.270.374.477
MULTIPOLYGON (((-74.06482961499995 4.671413613000027, -74.06493534199996 4.67132405600006, -74.06494444347717 4.67131572716336, -74.06495225499998 4.671306178000066, -74.06495258099994 4.671305689000064, -74.06495680999996 4.671299351000073, -74.06495706499999 4.67129896900002, -74.06496331699998 4.671285820000037, -74.06496734299998 4.67127182400003, -74.06496903599998 4.671257356000069, -74.06496834999996 4.6712428040000304, -74.06496530299995 4.671228561000021, -74.06495032699996 4.671201011000051, -74.06496322099997 4.671216805000029, -74.06502040399994 4.671285401000034, -74.06510637699995 4.671392651000076, -74.06509422955111 4.671383471859746, -74.06508090619634 4.671376102643503, -74.06506667468079 4.671370691442576, -74.06505182099995 4.671367347000057, -74.06503139899996 4.67136933200004, -74.06502379299997 4.671370844000023, -74.06500577499997 4.671376203000023, -74.06500231999996 4.671378172000061, -74.06499528599994 4.6713821810000695, -74.06497859799998 4.671396530000038, -74.06488848599997 4.671469944000023, -74.06486784997657 4.6714908384158225, -74.06485041541877 4.671514470137466, -74.06483654099999 4.6715403530000685, -74.06483378599995 4.671539342000074, -74.06475444099993 4.671520238000028, -74.06477103924112 4.671488974025229, -74.06478956299998 4.671458811000036, -74.06479653299994 4.671448711000039, -74.06481200892381 4.671430158100993, -74.06482961499995 4.671413613000027)));486;12,001,302;178.576;Thu Aug 27 00:00:00 COT 2020;Infraestructura y Gestion de Transito;IMV-PR-003;Zona 02;BARRIOS UNIDOS;LOS ALCAZARES;POLO CLUB;Mantenimiento;CM;KR 28;CL 83BIS;AC 80;37.02;10.23;0.13;0;0.04;0;PA;Terminado;Agosto;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;121;0;0;18.58;0;0;0;121;108.577.090.316;308.120.909.582
MULTIPOLYGON (((-74.14144707799994 4.610843744000022, -74.14159464799997 4.610755400000073, -74.14166853999996 4.610706298000025, -74.14172780286171 4.6106661312951225, -74.14178568699998 4.6106240020000655, -74.14184789247204 4.610575287802479, -74.14190825599997 4.610524309000027, -74.14190843299997 4.610524165000072, -74.14201360699997 4.610436822000054, -74.14201367299995 4.610436764000042, -74.14211552099994 4.610345327000061, -74.14215862099996 4.610299669000028, -74.14220159299998 4.610341074000075, -74.14224292799997 4.610380902000031, -74.14224606999994 4.610383930000069, -74.14219820899996 4.6104274930000315, -74.14219263199993 4.610432571000047, -74.14218142719488 4.61043646399679, -74.14217100499997 4.610442128000045, -74.14198544799996 4.610606079000036, -74.14192066163122 4.610659247355865, -74.14185379786763 4.61070977838352, -74.14178496399995 4.610757591000038, -74.14166984969415 4.610834161403772, -74.14155219999998 4.610906776000036, -74.14155210499996 4.610906912000075, -74.14150108899997 4.610940355000025, -74.14149768399994 4.610934264000036, -74.14147118499994 4.610886864000065, -74.14144707799994 4.610843744000022)));487;8,009,350;148.604;Tue Sep 08 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Ciclocarriles;Zona 05;KENNEDY;CARVAJAL;PROVIVIENDA OCCIDENTAL;Mantenimiento;CM;KR 72H;CL 37D S;CL 38 S;104.49;11.8;0.41;0;0.03;0;PA;Terminado;Septiembre;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING. ALEXANDER SANDOVAL;76.6;0;0;16.91;0;0;0;77;206.349.954.035;100.529.406.159
MULTIPOLYGON (((-74.13427782299993 4.6449072210000395, -74.1342794172773 4.644897629421408, -74.13427942614229 4.644887906252051, -74.13427784935762 4.644878311782238, -74.13427472913394 4.64486910285694, -74.13427014899997 4.644860526000059, -74.13426950899998 4.644859575000055, -74.13412669999997 4.644626947000063, -74.13418138299994 4.644593878000023, -74.13422511599998 4.644666685000061, -74.13422755078145 4.644672628825042, -74.13423052099995 4.644678324000041, -74.13428657399999 4.644771639000055, -74.13434691399993 4.644871284000033, -74.13435147063473 4.644877255287891, -74.13435673199996 4.644882616000075, -74.13436382039306 4.644888102163676, -74.13437164367213 4.644892477047968, -74.13438002899994 4.644895644000031, -74.13438561631509 4.644897002868993, -74.13439130799998 4.64489782100003, -74.13432535299995 4.644919162000065, -74.13425194899997 4.644942910000054, -74.13425688215955 4.644939440895356, -74.13426143599997 4.644935487000055, -74.13426697892359 4.644929351585992, -74.13427161458108 4.644922504835822, -74.13427525285041 4.644915079857427, -74.13427782299993 4.6449072210000395)));488;8,001,231;151.804;Tue Feb 04 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 05;KENNEDY;CASTILLA;VILLA ALSACIA II;Mantenimiento;LO;CL 11C;KR 72ABISA;TV 72B;39.18;7.3;0.1;0;0;0;SF;Terminado;Febrero;0;0;Sello de Fisuras;XIMENA VARGAS;ING.MARY LUZ MORA / ING. JESUS FORERO;0;100;14.29;0;0;0;0;0;954.907.308.534;232.648.467.782
MULTIPOLYGON (((-74.06568633199998 4.6258553520000305, -74.06571919999999 4.625720159000025, -74.06572871099996 4.625681042000053, -74.06573447099998 4.6256573920000505, -74.06582680499997 4.625680033000037, -74.06581630499994 4.625724688000048, -74.0658155586745 4.625724397521971, -74.06581477488419 4.625724233047302, -74.0658139747464 4.6257241990074265, -74.06581317981902 4.6257242963194685, -74.06581241151952 4.6257245223615815, -74.06581169054792 4.625724871043584, -74.06581103632915 4.625725332971049, -74.06581046648962 4.625725895698412, -74.06580999638233 4.625726544064289, -74.06580963867322 4.625727260599965, -74.06580940299995 4.625728026000047, -74.06579204499997 4.6257998560000715, -74.06576574699994 4.62590867800003, -74.06576550250199 4.625909526492496, -74.06576539822355 4.625910403330408, -74.06576543690163 4.625911285499736, -74.06576561752098 4.625912149846517, -74.06576593534103 4.625912973684568, -74.06576638202004 4.625913735390926, -74.06576694583421 4.625914414973372, -74.06576761198532 4.625914994595164, -74.06576836298915 4.625915459043189, -74.06576917913438 4.6259157961272575, -74.06577003899997 4.6259159970000505, -74.06575897299996 4.625960952000071, -74.06566788999999 4.62592169800007, -74.06566800699994 4.625921278000021, -74.06568633199998 4.6258553520000305)));489;3,002,524;91,020,284;Wed May 27 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 02;CHAPINERO;CHAPINERO;PARQUE NACIONAL;Mantenimiento;AR;AK 7;DG 40A;DG 40A;31.06;10.18;0.09;0;0.03;0;PA;Terminado;Mayo;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;103.52;0;0;16.23;0;0;0;103;763.406.572.111;257.591.513.231
MULTIPOLYGON (((-74.12184448099998 4.64013247500003, -74.12183507599997 4.640125713000032, -74.12180913099996 4.640109884000026, -74.12178674499995 4.640092048000042, -74.12171044099995 4.640038676000074, -74.12159689599997 4.639947310000025, -74.12151085499994 4.63987191800004, -74.12144692999993 4.63982532600005, -74.12137640099996 4.639774874000068, -74.12133758299996 4.63974422900003, -74.12122172299996 4.639656180000031, -74.12115684199995 4.6396068670000545, -74.12105019799998 4.639527976000068, -74.12095264299997 4.639455458000043, -74.12084532299997 4.639376756000047, -74.12072315699999 4.639287559000024, -74.12072900399994 4.639276504000065, -74.12064451199996 4.6392123750000565, -74.12050835599996 4.639118865000057, -74.12038101899998 4.639025085000071, -74.120306563 4.638956264000058, -74.12029386099994 4.638946989000033, -74.12023860699998 4.638915662000045, -74.12030209799997 4.638846252000064, -74.12039830599997 4.638908651000065, -74.12039780999999 4.638914620000037, -74.12040289399994 4.638921989000039, -74.12041362699995 4.638932193000073, -74.12043565699997 4.638953166000022, -74.12045655799994 4.638972439000042, -74.12053055899997 4.639025156000059, -74.12067517099996 4.639130591000026, -74.12082317299996 4.6392377270000225, -74.12097964799995 4.639348264000034, -74.12106042799996 4.6394060820000504, -74.12108528299996 4.639421388000073, -74.12112256599994 4.639439528000025, -74.12116775799996 4.6394622030000505, -74.12120560599999 4.6394888450000735, -74.12129485799994 4.639557434000039, -74.12139823399997 4.639636226000051, -74.12157560999998 4.639784741000028, -74.12168406899997 4.639869202000057, -74.12181173399995 4.639974069000061, -74.12185187399996 4.640009551000048, -74.12190185499998 4.640054755000051, -74.12191601399996 4.64006164400007, -74.12192276599995 4.640059652000048, -74.12202329599995 4.640145220000022, -74.12195306599995 4.640218365000067, -74.12184448099998 4.64013247500003)));490;9,004,044;390.498;Wed Mar 18 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 03;FONTIBON;GRANJAS DE TECHO;GRANJAS DE TECHO;Mantenimiento;AR;AC 13;KR 68B;AK 68D;239;11.6;0.79;0;0.03;0;PA;Terminado;Marzo;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING.MARY LUZ MORA/ING. ALEXANDER SANDOVAL;106.28;0;0;20.4;0;0;0;106;452.770.543.485;225.754.333.014
MULTIPOLYGON (((-74.02871964399998 4.700724103000027, -74.02875269299994 4.700567110000065, -74.02883397899996 4.700181013000076, -74.02883556599994 4.700173492000033, -74.02885251799995 4.700092962000042, -74.02885262599995 4.700092429000051, -74.02887949599994 4.699968259000059, -74.02891366899996 4.699810327000023, -74.02892851899998 4.699745065000059, -74.02893006899995 4.699737607000031, -74.02895455 4.699620234000065, -74.02897891699996 4.699525248000043, -74.02906587999996 4.699555647000068, -74.02903500599997 4.699673373000053, -74.02894163699995 4.7001184420000754, -74.02892991499994 4.700173508000034, -74.02883018999995 4.700642114000061, -74.02882936799995 4.700654778000058, -74.02880545699998 4.700750009000046, -74.02871964399998 4.700724103000027)));491;1,004,806;503.534;Fri Feb 14 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;USAQUEN;USAQUEN;SANTA BARBARA ORIENTAL;Mantenimiento;AR;AK 7;CL 124;CL 125;135.52;10.14;0.39;0;0.01;0;PA;Terminado;Febrero;0;0;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;45.03;0;0;12.27;0;0;0;45;263.116.198.763;11.194.941.488
MULTIPOLYGON (((-74.11228688099999 4.702977169000064, -74.11229702099996 4.702960462000021, -74.11230294999996 4.70295091600002, -74.11247054599994 4.702643528000067, -74.11247175299997 4.7026385200000504, -74.11247695599997 4.7026276140000505, -74.11255971699995 4.702680503000067, -74.11236909499996 4.703030738000052, -74.11228688099999 4.702977169000064)));492;10,010,675;91,017,682;Mon Jul 27 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Ciclocarriles;Zona 02;ENGATIVA;BOYACA REAL;EL CEDRO;Mantenimiento;LO;AK 96;CL 73;CL 73A;44.09;10.68;0.16;0;0.14;0;PA;Terminado;Julio;0;0;Parcheo;RICARDO IBAGON;ING. MARY LUZ TORRES/ING. ANGEL RICARDO IBAGON A;412.24;0;0;102.2;0;0;0;412;993.217.263.095;383.397.373.543
MULTIPOLYGON (((-74.13566043799995 4.592879427000071, -74.13567215699999 4.592828369000074, -74.13567318199995 4.5928233000000205, -74.13574408999995 4.592472724000061, -74.13574488899997 4.592469000000051, -74.13575540899996 4.592419951000068, -74.13580955099997 4.592430755000066, -74.13580039299997 4.592476962000035, -74.13579917699997 4.592479790000027, -74.13579884499995 4.592480563000038, -74.13572575499995 4.592833763000044, -74.13572564299994 4.592834301000039, -74.13571519099997 4.592889809000042, -74.13566043799995 4.592879427000071)));493;6,000,106;320.388;Thu Feb 27 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 04;TUNJUELITO;VENECIA;VENECIA;Mantenimiento;CM;KR 52A;DG 46A S;DG 47 S;51.91;6.05;0.1;0;0;0;PA;Terminado;Febrero;0;0;Parcheo;XIMENA VARGAS;ING.MARY LUZ MORA/ ING. ANGEL RICARDO IBAGON;24;0;0;3.38;0;0;0;24;10.488.852.477;255.845.943.812
MULTIPOLYGON (((-74.06090438299998 4.675326317000042, -74.06091750699994 4.675254166000059, -74.06099459799998 4.675267720000022, -74.06099970399998 4.675268647000053, -74.06098764499995 4.675338415000056, -74.06095490899997 4.6755277950000504, -74.06093563299999 4.675667580000038, -74.06092486399996 4.675745679000045, -74.06092311799995 4.675752530000068, -74.06091625299996 4.675779461000047, -74.06091563799998 4.6757818760000305, -74.06090750799996 4.675813771000037, -74.06084380499995 4.676200915000038, -74.06083461899993 4.676262869000027, -74.06075231299997 4.67625058300007, -74.06075294399994 4.676246884000022, -74.06077321799995 4.676112907000061, -74.06079326899999 4.675998623000056, -74.06081780199997 4.675849656000025, -74.06083547399999 4.675744429000076, -74.06085779499995 4.675616641000033, -74.06087662099998 4.675502421000033, -74.06089653699996 4.675377905000062, -74.06090461599996 4.675331768000035, -74.06090455599997 4.675330369000051, -74.06090438299998 4.675326317000042)));494;12,000,832;178.869;Wed May 20 00:00:00 COT 2020;Infraestructura y Gestion de Transito;IMV-PR-003;Zona 02;BARRIOS UNIDOS;LOS ALCAZARES;POLO CLUB;Mantenimiento;CM;KR 22;CL 87;CL 88;111.62;9.26;0.34;0;0;0;PA/SF;Terminado;Mayo;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING.MARY LUZ MORA/ING. ALEXANDER SANDOVAL;118.92;1.17;253;15.43;0;0;0;119;218.503.913.929;842.143.837.521
MULTIPOLYGON (((-74.04709902899998 4.716764148000038, -74.04730464799997 4.715399156000046, -74.047373366 4.715408920000073, -74.04737081399998 4.71542467200004, -74.04736954699996 4.71543510500004, -74.04736771599994 4.715450146000024, -74.04736297999995 4.715489096000056, -74.04736252199996 4.715491884000074, -74.04736256999996 4.715491908000047, -74.04727103399995 4.716118537000057, -74.04726558099998 4.716151713000045, -74.04716743299997 4.716774066000028, -74.04716192499997 4.716773263000051, -74.04709902899998 4.716764148000038)));495;1,004,102;510.071;Tue Jan 28 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;USAQUEN;COUNTRY CLUB;COUNTRY CLUB;Mantenimiento;AR;AK 19;CL 131A;CL 133;152.75;7.97;0.35;0;0.04;0;PA;Terminado;Enero;0;0;Parcheo;XIMENA VARGAS;ING.MARY LUZ MORA/ ING. ANGEL RICARDO IBAGON;128.84;0;0;23.35;0;0;0;129;289.960.142.313;991.579.970.698
MULTIPOLYGON (((-74.13798663899996 4.6768970350000245, -74.13803405299996 4.676859800000045, -74.13806733899997 4.676900385000067, -74.13807465299993 4.6769093040000485, -74.13807533899995 4.676910273000033, -74.13807607099994 4.676911209000025, -74.13807684499994 4.676912109000057, -74.13807765999996 4.676912971000036, -74.13825448599994 4.677143220000062, -74.13830701399996 4.677213631000029, -74.13832266399999 4.677237130000037, -74.13828338299999 4.677268234000053, -74.13801827199997 4.676936606000027, -74.13798663899996 4.6768970350000245)));496;9,002,004;385.27;Fri Jun 05 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 03;FONTIBON;FONTIBON;LA GIRALDA;Mantenimiento;LO;CL 22J;KR 98;KR 98BIS;52.64;6.37;0.11;0;0.01;0;PA;Terminado;Junio;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING.JESUS FORERO;42.23;0;0;7.12;0;0;0;42;106.078.907.405;272.982.982.972
MULTIPOLYGON (((-74.09949876799999 4.574479082000039, -74.09951224299994 4.57446155100007, -74.09955450799998 4.574496303000046, -74.09952864399997 4.574531097000033, -74.09951625599996 4.574546892000058, -74.09941724099997 4.57467312700004, -74.09931971199995 4.574794151000049, -74.09931212299995 4.574804149000045, -74.09929054999998 4.574832571000059, -74.09924883499997 4.574798782000073, -74.09927084699996 4.5747706240000525, -74.09947036999996 4.574515406000046, -74.09949876799999 4.574479082000039)));497;18,001,904;415.337;Mon Feb 17 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 04;RAFAEL URIBE URIBE;SAN JOSE;SAN JOSE SUR;Mantenimiento;CM;KR 11;CL 26 S;CL 26A S;49.56;5.8;0.1;0;0;0;SF;Terminado;Febrero;0;0;Sello de Fisuras;XIMENA VARGAS;ING.MARY LUZ MORA / ING. JESUS FORERO;0;80;114,285,714,286;0;0;0;0;0;963.839.782.113;23.390.480.283
MULTIPOLYGON (((-74.13568046399996 4.5556542870000385, -74.13564432499999 4.555652366000061, -74.13564607752983 4.555652210578531, -74.13564778302498 4.555651778371502, -74.13564939805772 4.5556510803844485, -74.13565088150376 4.555650134390515, -74.13565219558947 4.5556489644779505, -74.13565330685374 4.555647600436744, -74.13565418699994 4.555646077000063, -74.13565468495132 4.555644848858408, -74.13565503293911 4.5556435701121485, -74.13565522599998 4.555642259000024, -74.13565645499995 4.555635293000023, -74.13565697699994 4.555632338000066, -74.13565709999995 4.555631641000048, -74.13573129999997 4.555211333000045, -74.13573090651103 4.555207798519062, -74.13572999499996 4.555204361000052, -74.13572882440967 4.555201564385242, -74.13572730999995 4.555198938000046, -74.13572492699996 4.555195911000056, -74.13574804999996 4.555196822000028, -74.13576295199994 4.555197556000053, -74.13579156599997 4.555198965000045, -74.13578958076997 4.555201180910256, -74.13578793559873 4.555203659782541, -74.1357866648322 4.555206349865929, -74.13578579499995 4.555209195000032, -74.13578534599998 4.555212108000035, -74.13571710999997 4.555624729000044, -74.13571658399997 4.555627909000066, -74.13571500799998 4.555637439000066, -74.13571489599997 4.555638114000033, -74.13571498288839 4.555640859384674, -74.13571548030134 4.55564356073004, -74.13571637699994 4.555646157000069, -74.13571783628622 4.555648878887778, -74.1357197356385 4.55565131418038, -74.1357220201374 4.555653392461875, -74.13572462372707 4.555655053639169, -74.13572747112524 4.555656249679653, -74.13573047999995 4.555656946000056, -74.13568775399995 4.555654675000028, -74.13568046399996 4.5556542870000385)));498;19,007,669;455.174;Wed Aug 05 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 04;CIUDAD BOLIVAR;LUCERO;MEXICO;Mantenimiento;LO;KR 16C;CL 63B S;CL 64 S;51.28;6.23;0.11;0;0;0;SG/SJ;Terminado;Agosto;0;0;Sello de Grietas;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;210;30;0;0;0;0;0;109.737.969.503;260.215.163.385
